Crop,N,P,K,pH,Rainfall,Temperature,Humidity,Season
Wheat,81,54,46,6.9,70.76,20.72,55.18,Rabi
Millet,30,50,44,5.34,98.35,25.39,33.98,Kharif
Maize,75,35,49,6.63,152.9,28.34,55.48,Kharif
Rice,108,48,52,5.78,249.77,22.36,72.38,Kharif
Rice,91,55,40,5.91,222.38,27.6,77.74,Kharif
Cotton,67,41,43,7.06,71.19,32.17,52.32,Kharif
Wheat,63,53,56,6.75,99.43,18.01,50.81,Rabi
Sugarcane,90,44,66,6.72,135.4,34.42,77.86,Kharif
Cotton,65,51,35,7.23,74.15,25.34,45.8,Kharif
Millet,66,27,26,5.63,96.12,30.21,54.55,Kharif
Maize,87,54,50,6.0,98.69,18.24,57.81,Kharif
Maize,81,51,40,6.2,153.27,22.85,51.37,Kharif
Rice,120,58,61,5.93,158.49,25.61,88.89,Kharif
Sugarcane,109,46,54,6.17,221.53,31.78,75.03,Zaid
Sugarcane,113,57,49,7.37,121.49,26.75,84.43,Zaid
Millet,34,47,49,6.11,51.39,26.99,35.11,Kharif
Rice,91,46,42,5.77,222.46,24.03,75.75,Kharif
Wheat,97,51,55,6.91,55.39,11.13,59.03,Rabi
Maize,110,56,54,6.52,142.36,25.78,55.35,Zaid
Millet,32,25,34,6.13,67.04,28.06,44.59,Kharif
Maize,105,61,62,5.8,97.41,19.4,58.98,Kharif
Maize,91,53,50,5.81,157.23,25.5,57.47,Kharif
Cotton,50,41,37,6.67,82.78,27.3,59.15,Kharif
Cotton,58,37,38,5.88,120.52,34.68,42.04,Kharif
Wheat,86,51,47,6.14,102.39,23.72,48.68,Rabi
Cotton,78,51,33,6.38,149.66,24.21,50.94,Kharif
Rice,99,52,79,6.35,272.76,20.75,88.23,Kharif
Rice,84,50,73,5.58,218.84,30.99,82.13,Kharif
Maize,85,52,64,6.94,163.85,27.66,66.46,Kharif
Sugarcane,145,42,49,6.77,152.94,34.81,67.29,Zaid
Wheat,76,38,58,6.88,87.68,14.03,47.37,Rabi
Millet,66,28,37,6.57,67.26,27.56,36.21,Kharif
Cotton,87,50,32,6.39,118.44,34.11,41.28,Kharif
Wheat,81,40,55,6.03,71.07,17.54,41.12,Rabi
Millet,53,23,47,5.21,85.87,24.92,46.38,Kharif
Rice,117,45,60,5.71,160.57,22.78,83.28,Kharif
Maize,89,53,37,6.77,80.8,29.09,58.87,Zaid
Rice,100,68,63,6.53,196.17,33.71,89.06,Kharif
Cotton,88,40,25,6.14,141.32,22.09,56.58,Kharif
Millet,70,41,24,6.35,90.27,30.31,48.71,Kharif
Rice,101,48,68,6.1,211.66,30.83,77.7,Kharif
Sugarcane,106,79,60,7.08,215.21,27.72,64.03,Kharif
Millet,46,49,30,6.46,92.9,21.46,45.87,Kharif
Maize,105,36,43,6.05,111.1,20.0,54.87,Kharif
Maize,84,64,62,6.49,178.62,22.98,65.08,Kharif
Maize,72,44,42,6.64,97.17,24.0,58.24,Zaid
Rice,113,68,52,6.41,224.36,34.0,78.78,Kharif
Wheat,76,36,42,6.59,112.7,13.06,50.16,Rabi
Sugarcane,90,56,64,7.01,173.06,33.28,65.55,Zaid
Cotton,65,49,46,6.95,108.21,32.71,56.43,Kharif
Rice,120,46,53,6.16,273.09,26.07,79.69,Kharif
Maize,99,59,42,5.82,108.09,20.5,50.84,Zaid
Cotton,89,28,39,5.63,118.35,22.04,47.51,Kharif
Sugarcane,143,54,59,7.5,192.68,24.82,65.5,Zaid
Millet,69,46,42,5.74,67.85,28.67,46.42,Kharif
Maize,101,61,64,6.06,146.17,23.81,50.11,Zaid
Wheat,74,45,54,6.87,79.82,18.22,50.42,Rabi
Millet,68,45,39,5.28,80.27,27.45,48.56,Kharif
Cotton,58,55,52,6.28,74.28,24.62,52.11,Kharif
Sugarcane,115,75,76,6.81,218.57,24.6,70.37,Kharif
Millet,45,27,27,5.63,54.49,22.58,40.62,Kharif
Cotton,59,36,35,5.88,66.93,30.75,47.66,Kharif
Wheat,82,47,59,7.19,69.04,20.39,45.28,Rabi
Millet,32,49,48,5.65,56.17,22.29,47.37,Kharif
Sugarcane,116,75,46,6.4,206.06,32.22,79.45,Kharif
Millet,53,39,45,6.4,62.1,25.19,30.78,Kharif
Millet,35,48,40,6.78,89.46,27.56,51.45,Kharif
Millet,54,43,33,6.78,59.52,30.81,54.9,Kharif
Millet,47,21,27,5.5,74.6,20.81,32.37,Kharif
Cotton,61,35,53,7.0,132.6,33.01,59.95,Kharif
Maize,100,49,50,6.29,93.01,18.27,57.21,Kharif
Millet,40,49,50,5.16,58.73,20.19,30.43,Kharif
Wheat,91,33,52,7.26,93.37,18.45,52.49,Rabi
Sugarcane,150,49,58,6.87,248.79,31.35,71.06,Zaid
Sugarcane,132,64,59,6.85,232.89,25.69,69.29,Zaid
Sugarcane,148,44,60,7.47,204.44,32.07,77.88,Kharif
Millet,40,30,48,6.35,80.65,24.48,53.54,Kharif
Sugarcane,133,44,62,7.04,210.63,29.73,66.88,Kharif
Rice,86,43,40,5.73,255.77,26.83,83.36,Kharif
Sugarcane,135,53,59,7.03,123.25,22.57,71.34,Zaid
Millet,49,49,25,6.07,69.31,24.82,33.84,Kharif
Sugarcane,138,77,41,7.38,195.81,28.89,68.87,Zaid
Cotton,57,53,32,5.96,142.41,29.63,44.93,Kharif
Millet,36,35,32,6.95,81.01,24.51,50.0,Kharif
Rice,114,58,59,5.78,253.68,29.05,82.38,Kharif
Sugarcane,119,59,78,6.65,171.48,30.04,82.3,Kharif
Maize,80,36,52,6.3,96.81,23.7,51.1,Zaid
Wheat,91,49,44,6.22,118.12,21.39,59.36,Rabi
Cotton,72,32,35,6.15,86.94,24.26,42.59,Kharif
Cotton,85,53,37,5.63,78.95,32.33,42.94,Kharif
Millet,53,50,43,5.17,69.07,23.63,44.09,Kharif
Millet,34,25,29,6.01,48.64,27.49,36.84,Kharif
Millet,52,36,20,5.92,58.39,29.87,31.42,Kharif
Wheat,68,51,42,6.52,88.31,24.88,53.28,Rabi
Wheat,74,44,60,6.19,89.38,21.48,58.81,Rabi
Wheat,86,50,47,6.71,95.92,18.39,53.74,Rabi
Cotton,56,49,27,7.1,71.09,30.78,48.32,Kharif
Millet,69,32,32,6.9,50.53,26.81,44.48,Kharif
Wheat,73,60,51,6.34,88.69,15.58,53.23,Rabi
Millet,67,43,47,5.33,91.26,25.89,40.16,Kharif
Millet,61,48,25,6.94,74.28,21.72,39.36,Kharif
Maize,79,37,61,6.2,152.95,24.88,56.75,Zaid
Rice,120,70,60,6.64,187.45,23.95,70.01,Kharif
Wheat,79,49,42,6.35,68.58,18.32,43.99,Rabi
Wheat,67,47,56,6.06,70.4,13.11,44.76,Rabi
Maize,82,41,39,6.36,156.06,19.85,59.75,Zaid
Rice,109,46,52,6.5,209.68,32.41,73.41,Kharif
Sugarcane,119,60,56,6.77,199.97,33.66,72.75,Kharif
Sugarcane,112,69,72,7.28,240.69,34.95,79.9,Kharif
Wheat,75,38,44,6.7,104.14,23.72,43.78,Rabi
Maize,81,35,45,6.76,119.21,27.01,52.51,Kharif
Rice,111,65,68,6.61,275.26,33.91,77.32,Kharif
Millet,66,32,38,6.05,86.51,22.81,38.63,Kharif
Rice,100,58,41,6.37,289.98,23.98,82.23,Kharif
Maize,107,62,36,6.54,139.96,24.08,57.01,Kharif
Maize,105,60,47,5.81,151.6,26.47,62.45,Zaid
Maize,104,48,42,6.18,164.95,19.07,69.83,Kharif
Cotton,57,48,40,6.41,77.86,23.31,44.8,Kharif
Cotton,80,48,47,7.44,100.2,28.02,44.93,Kharif
Millet,38,45,39,6.51,74.67,30.85,50.44,Kharif
Wheat,86,45,46,6.01,64.87,19.95,48.22,Rabi
Wheat,82,60,47,7.34,113.64,14.71,53.82,Rabi
Rice,104,41,69,6.72,240.57,32.95,86.45,Kharif
Sugarcane,150,72,77,7.02,243.49,22.06,78.35,Kharif
Sugarcane,113,44,45,7.35,164.71,31.0,76.47,Zaid
Sugarcane,117,74,61,6.78,210.96,26.16,74.01,Zaid
Rice,87,62,50,6.54,165.67,28.65,79.28,Kharif
Maize,107,63,39,5.88,139.48,26.87,50.65,Zaid
Maize,97,46,46,6.85,158.95,26.98,61.23,Kharif
Millet,57,45,49,5.52,98.18,25.17,38.69,Kharif
Cotton,74,36,25,6.42,80.39,29.6,45.06,Kharif
Wheat,80,44,46,6.11,112.71,21.91,43.17,Rabi
Rice,96,61,65,5.7,275.19,25.38,88.26,Kharif
Maize,83,49,42,6.77,162.36,22.62,59.18,Kharif
Maize,75,39,56,5.89,122.08,25.22,68.74,Zaid
Cotton,55,30,51,6.81,147.4,28.87,54.3,Kharif
Sugarcane,96,54,58,7.16,125.73,30.4,76.21,Zaid
Cotton,84,50,40,5.59,88.77,27.13,57.99,Kharif
Wheat,60,32,33,6.62,97.31,19.87,41.4,Rabi
Millet,33,27,46,5.06,94.43,21.88,35.5,Kharif
Sugarcane,91,70,42,6.35,185.32,30.97,83.95,Kharif
Wheat,67,36,53,6.7,76.57,14.75,45.71,Rabi
Millet,39,25,37,5.09,86.86,24.78,41.1,Kharif
Millet,52,24,49,6.08,90.68,25.18,39.48,Kharif
Millet,61,29,37,5.5,72.85,23.29,52.54,Kharif
Millet,32,29,30,6.43,81.8,23.89,35.85,Kharif
Maize,74,56,58,6.77,174.68,22.8,65.67,Kharif
Sugarcane,148,42,48,6.91,205.74,30.32,63.01,Kharif
Rice,102,49,58,6.65,212.98,27.45,88.34,Kharif
Rice,107,41,64,6.54,258.63,30.36,76.81,Kharif
Rice,104,53,74,6.28,174.45,23.51,70.47,Kharif
Sugarcane,111,46,56,6.35,232.89,33.9,70.49,Zaid
Maize,80,50,51,5.81,165.8,26.77,68.94,Kharif
Cotton,61,52,37,6.63,60.56,21.87,50.71,Kharif
Millet,69,47,31,5.82,49.8,22.66,37.94,Kharif
Cotton,70,32,29,5.68,77.39,21.71,52.53,Kharif
Sugarcane,119,62,55,6.5,206.16,33.06,78.98,Kharif
Maize,84,38,49,6.44,96.14,24.86,66.11,Kharif
Cotton,78,44,49,6.04,92.5,26.72,53.59,Kharif
Sugarcane,143,75,69,6.59,210.63,22.9,76.04,Kharif
Cotton,71,44,44,6.12,70.99,22.56,52.96,Kharif
Cotton,64,49,44,6.85,134.19,26.56,43.13,Kharif
Millet,40,24,41,6.34,56.24,20.97,54.81,Kharif
Wheat,90,36,33,7.47,105.57,19.89,51.56,Rabi
Sugarcane,120,58,70,6.7,200.52,26.17,70.69,Zaid
Rice,111,55,55,5.76,290.16,30.34,86.47,Kharif
Sugarcane,93,46,65,6.79,152.97,27.06,72.31,Zaid
Rice,107,60,46,5.83,279.83,21.54,72.52,Kharif
Wheat,70,42,32,6.49,97.35,18.91,52.06,Rabi
Wheat,89,49,35,6.22,51.29,16.96,58.86,Rabi
Rice,92,63,80,6.35,187.66,29.76,74.25,Kharif
Rice,99,57,66,6.45,201.2,27.18,88.58,Kharif
Rice,91,65,48,6.31,271.01,32.63,79.65,Kharif
Wheat,60,48,57,7.09,84.48,19.5,56.11,Rabi
Wheat,88,44,41,6.89,61.61,10.37,47.26,Rabi
Millet,43,24,37,5.25,88.01,30.36,33.77,Kharif
Millet,65,32,23,6.45,87.09,31.93,45.14,Kharif
Rice,115,59,57,6.26,188.05,31.35,71.63,Kharif
Sugarcane,93,60,79,6.19,177.51,20.64,77.12,Kharif
Sugarcane,112,53,46,6.19,225.75,33.86,71.52,Zaid
Wheat,64,42,56,6.6,101.03,21.7,42.36,Rabi
Rice,110,42,56,6.22,172.23,21.38,86.31,Kharif
Sugarcane,148,59,74,7.35,191.9,32.18,69.6,Zaid
Sugarcane,94,66,64,6.58,182.41,22.07,62.03,Kharif
Millet,53,30,48,5.18,43.95,30.7,41.6,Kharif
Wheat,60,46,31,7.01,97.75,14.73,42.66,Rabi
Maize,104,39,61,5.94,137.26,21.08,66.08,Kharif
Millet,48,25,46,6.24,51.2,20.31,37.11,Kharif
Cotton,71,35,43,5.95,109.59,28.33,45.65,Kharif
Maize,82,62,43,5.9,85.7,19.27,61.71,Kharif
Millet,40,45,29,6.64,42.49,25.98,47.23,Kharif
Millet,67,36,29,5.31,98.62,26.54,33.39,Kharif
Maize,108,63,38,6.03,150.17,24.68,57.17,Kharif
Sugarcane,135,63,55,6.09,219.65,30.53,68.28,Zaid
Cotton,60,41,31,6.41,97.11,34.09,45.02,Kharif
Wheat,87,40,44,6.52,107.1,17.0,41.53,Rabi
Millet,43,22,49,6.0,46.38,21.37,53.53,Kharif
Sugarcane,104,64,77,6.58,205.76,26.63,76.21,Zaid
Rice,86,61,56,6.74,172.71,27.16,82.04,Kharif
Sugarcane,139,77,66,6.51,136.49,25.88,64.07,Kharif
Cotton,75,28,25,5.58,92.73,22.38,42.33,Kharif
Maize,105,52,54,5.9,136.59,28.9,57.93,Zaid
Sugarcane,105,74,70,6.89,130.48,34.09,78.88,Kharif
Rice,83,69,69,5.91,268.71,33.74,77.2,Kharif
Wheat,66,58,30,6.48,119.14,14.89,47.88,Rabi
Cotton,57,48,46,6.44,98.04,34.94,40.21,Kharif
Wheat,92,39,34,7.18,93.26,15.13,57.48,Rabi
Cotton,78,25,35,5.76,99.59,30.02,47.62,Kharif
Millet,47,22,26,6.8,62.99,22.6,41.06,Kharif
Maize,100,60,45,6.79,138.8,22.24,66.0,Zaid
Wheat,65,39,54,6.67,51.02,13.71,57.33,Rabi
Cotton,81,52,43,6.75,111.44,23.59,41.19,Kharif
Sugarcane,131,71,49,6.81,168.6,29.38,60.31,Kharif
Maize,79,62,63,6.26,85.12,22.77,60.23,Kharif
Maize,77,42,57,6.03,127.44,18.09,50.52,Zaid
Sugarcane,92,48,53,7.44,126.33,21.47,61.1,Kharif
Millet,53,36,24,5.9,59.82,27.07,41.36,Kharif
Rice,104,57,51,6.78,269.47,31.35,83.61,Kharif
Cotton,72,35,30,6.87,145.41,23.0,47.64,Kharif
Millet,57,37,46,5.01,80.23,27.7,40.27,Kharif
Rice,119,59,67,5.94,176.56,21.48,89.13,Kharif
Millet,45,43,35,5.23,69.42,22.03,31.27,Kharif
Wheat,77,31,39,6.82,83.26,23.84,41.45,Rabi
Wheat,70,48,32,6.49,98.11,24.42,54.6,Rabi
Rice,80,58,61,5.74,269.87,25.01,84.62,Kharif
Cotton,82,43,52,7.11,137.98,21.83,53.84,Kharif
Wheat,94,37,45,7.01,93.3,18.53,41.18,Rabi
Cotton,84,52,37,5.77,74.29,34.29,57.59,Kharif
Sugarcane,114,80,40,6.53,159.37,30.96,77.52,Zaid
Millet,42,30,37,6.15,49.69,25.66,43.84,Kharif
Sugarcane,133,57,63,7.11,123.28,25.32,79.51,Zaid
Maize,75,61,43,6.69,121.24,20.35,60.26,Kharif
Sugarcane,138,62,59,6.39,174.48,28.99,72.84,Kharif
Wheat,100,35,40,6.43,101.42,10.36,51.7,Rabi
Maize,104,35,58,5.84,151.44,22.34,52.51,Kharif
Millet,30,23,44,5.05,91.7,26.93,52.27,Kharif
Wheat,88,48,52,6.64,102.49,23.7,51.44,Rabi
Maize,102,36,50,6.04,104.69,21.68,61.1,Zaid
Sugarcane,147,45,71,7.25,143.05,30.85,79.32,Kharif
Cotton,67,52,48,6.3,133.07,21.19,52.99,Kharif
Rice,88,65,43,5.85,199.92,28.36,84.14,Kharif
Sugarcane,109,54,57,7.33,226.09,20.28,78.4,Kharif
Rice,87,42,48,5.68,150.14,33.55,70.49,Kharif
Cotton,62,36,29,5.98,128.22,31.64,46.25,Kharif
Cotton,72,31,32,7.11,67.54,26.4,47.48,Kharif
Sugarcane,144,70,64,6.23,162.71,20.82,64.56,Kharif
Sugarcane,147,78,67,6.31,185.58,24.68,70.69,Zaid
Cotton,54,43,46,6.31,84.22,23.78,55.67,Kharif
Rice,83,54,64,5.92,264.78,22.15,83.15,Kharif
Cotton,56,54,43,7.08,141.29,24.74,56.25,Kharif
Wheat,87,45,49,6.73,88.21,23.89,57.43,Rabi
Wheat,93,33,54,7.37,56.83,22.8,46.56,Rabi
Rice,103,50,65,5.82,195.91,20.96,73.54,Kharif
Sugarcane,103,65,60,7.02,150.63,34.15,81.78,Zaid
Millet,36,28,32,6.41,84.52,28.13,36.31,Kharif
Maize,72,56,47,5.86,151.75,23.71,66.98,Zaid
Rice,90,49,72,5.75,258.06,27.67,82.09,Kharif
Maize,74,50,37,6.65,90.54,28.07,63.42,Kharif
Sugarcane,120,70,56,6.46,138.1,29.18,67.66,Zaid
Millet,56,34,37,6.26,56.23,22.99,53.55,Kharif
Rice,113,63,79,6.01,170.89,20.16,80.89,Kharif
Rice,113,69,54,5.96,201.61,27.81,78.81,Kharif
Sugarcane,144,70,64,6.21,247.76,23.75,61.83,Zaid
Rice,109,68,59,6.05,267.76,22.94,86.41,Kharif
Wheat,76,45,55,6.07,115.16,19.91,54.93,Rabi
Rice,118,64,44,5.84,150.25,25.65,81.42,Kharif
Rice,84,49,41,5.5,287.25,32.66,84.85,Kharif
Sugarcane,127,72,57,7.08,150.14,30.58,67.69,Kharif
Wheat,86,40,56,6.93,100.31,11.66,40.71,Rabi
Millet,45,21,42,6.5,56.47,27.5,32.03,Kharif
Millet,42,36,24,6.37,88.9,30.53,49.33,Kharif
Millet,59,45,21,5.92,99.33,25.8,54.67,Kharif
Millet,51,45,20,6.77,63.92,30.36,36.68,Kharif
Wheat,73,38,56,6.49,116.78,11.83,40.37,Rabi
Cotton,73,51,30,7.48,145.63,22.92,50.75,Kharif
Maize,91,65,59,6.15,121.74,22.52,67.52,Zaid
Millet,58,38,28,6.07,90.4,24.07,47.72,Kharif
Wheat,76,35,43,7.01,109.1,23.74,54.36,Rabi
Maize,103,37,52,6.03,162.13,24.54,51.56,Kharif
Rice,106,60,55,5.72,278.09,20.2,80.24,Kharif
Rice,115,49,56,6.57,283.23,22.99,75.68,Kharif
Wheat,63,43,43,6.67,91.46,20.51,43.89,Rabi
Rice,116,51,45,6.35,211.68,29.95,72.36,Kharif
Wheat,65,48,47,6.33,63.02,24.26,44.2,Rabi
Cotton,76,50,25,5.59,76.12,26.49,58.96,Kharif
Sugarcane,91,72,55,7.47,169.61,31.63,68.56,Kharif
Maize,92,63,36,6.34,133.11,26.95,66.52,Kharif
Wheat,66,38,30,6.84,97.0,23.89,52.38,Rabi
Wheat,93,59,33,6.83,66.93,16.39,59.35,Rabi
Wheat,71,53,45,7.04,75.38,22.36,44.08,Rabi
Millet,31,50,23,6.03,64.79,22.39,40.31,Kharif
Wheat,92,40,39,7.09,75.23,11.31,44.04,Rabi
Millet,62,36,43,6.82,40.36,25.81,33.08,Kharif
Rice,83,56,56,5.71,294.87,23.09,84.83,Kharif
Sugarcane,107,68,63,6.12,233.96,30.93,67.54,Kharif
Wheat,76,38,43,7.14,73.72,24.28,54.76,Rabi
Maize,78,47,49,6.4,101.66,28.47,51.74,Zaid
Rice,105,65,67,6.31,274.41,22.86,88.34,Kharif
Maize,86,46,35,6.32,111.22,26.7,65.93,Zaid
Maize,77,54,38,6.93,142.32,26.9,66.1,Kharif
Millet,30,36,44,5.8,80.43,25.4,48.72,Kharif
Cotton,55,40,44,5.87,127.44,28.64,44.08,Kharif
Rice,105,64,59,5.78,295.09,30.73,89.14,Kharif
Millet,59,36,31,6.92,72.14,27.42,47.02,Kharif
Cotton,75,45,52,6.36,64.84,21.31,47.16,Kharif
Sugarcane,112,56,41,6.23,214.66,29.0,78.28,Zaid
Cotton,63,40,43,6.18,118.36,21.96,57.95,Kharif
Millet,47,31,39,6.63,75.84,24.72,41.84,Kharif
Maize,75,54,61,6.82,88.43,22.27,63.61,Kharif
Maize,74,57,55,6.44,143.53,20.36,54.23,Kharif
Sugarcane,146,50,77,7.29,206.7,26.53,83.83,Zaid
Wheat,71,35,41,6.14,87.26,22.32,42.03,Rabi
Maize,100,53,35,6.48,140.06,20.0,57.59,Zaid
Rice,83,57,44,5.66,168.21,30.82,73.68,Kharif
Sugarcane,140,50,51,6.73,188.73,25.02,72.98,Zaid
Sugarcane,109,47,75,6.13,176.71,29.87,70.94,Kharif
Millet,50,31,37,5.14,93.6,24.65,37.2,Kharif
Wheat,97,35,51,7.29,72.12,22.78,40.82,Rabi
Millet,46,38,37,5.13,59.48,28.07,38.43,Kharif
Millet,50,44,49,5.92,68.52,29.4,48.75,Kharif
Cotton,81,36,40,5.73,82.98,32.59,47.56,Kharif
Wheat,85,54,40,7.19,78.16,16.37,47.66,Rabi
Rice,100,41,57,5.63,208.99,29.25,87.22,Kharif
Sugarcane,143,57,63,6.93,235.03,23.47,70.11,Kharif
Maize,71,60,60,6.84,140.08,26.41,55.7,Kharif
Wheat,96,59,48,6.3,68.56,12.55,41.91,Rabi
Wheat,67,47,54,6.82,61.52,10.96,46.35,Rabi
Maize,95,42,61,5.92,155.18,28.87,64.87,Zaid
Sugarcane,126,61,51,6.12,208.8,33.99,74.39,Zaid
Millet,38,34,24,6.07,51.52,28.63,36.79,Kharif
Millet,44,29,43,6.82,85.62,28.12,37.52,Kharif
Cotton,70,30,25,5.92,122.62,34.22,59.91,Kharif
Sugarcane,137,66,78,6.31,136.95,23.05,79.23,Zaid
Sugarcane,131,64,51,6.57,159.24,20.56,72.63,Kharif
Millet,57,43,22,5.27,96.12,29.02,53.53,Kharif
Wheat,73,40,39,6.64,94.0,13.23,52.55,Rabi
Sugarcane,140,49,54,7.11,128.29,25.81,67.07,Zaid
Millet,33,50,37,5.09,60.33,24.86,35.98,Kharif
Sugarcane,92,48,57,7.11,190.53,29.8,66.85,Zaid
Cotton,78,33,55,6.39,126.81,24.2,41.17,Kharif
Sugarcane,123,40,78,7.0,135.37,34.31,81.64,Zaid
Wheat,98,55,46,6.51,105.7,11.16,45.65,Rabi
Cotton,56,47,26,7.37,71.8,32.16,50.16,Kharif
Maize,103,57,58,6.36,115.97,24.43,64.35,Kharif
Cotton,65,54,36,6.45,128.12,30.65,57.27,Kharif
Wheat,71,52,50,6.63,111.44,13.06,56.53,Rabi
Sugarcane,109,54,62,7.46,186.64,24.36,71.74,Kharif
Maize,99,47,52,6.01,131.32,26.58,69.47,Zaid
Rice,83,66,73,6.57,151.07,26.85,76.58,Kharif
Sugarcane,147,49,49,7.06,247.88,20.75,62.42,Zaid
Rice,118,53,60,6.5,161.88,20.71,70.39,Kharif
Millet,60,39,48,6.87,67.42,23.48,44.05,Kharif
Sugarcane,103,72,68,7.19,248.27,23.76,72.74,Kharif
Rice,86,65,66,6.3,289.04,34.43,80.18,Kharif
Cotton,87,46,49,7.42,72.85,29.12,45.65,Kharif
Sugarcane,108,72,40,6.88,226.68,25.88,71.19,Kharif
Sugarcane,127,59,73,6.45,245.65,34.17,68.37,Kharif
Rice,102,48,56,6.31,290.65,30.2,81.4,Kharif
Wheat,79,38,46,6.04,87.39,20.33,54.97,Rabi
Sugarcane,128,57,46,6.8,172.73,22.54,84.44,Kharif
Millet,41,23,43,5.12,56.3,21.25,37.39,Kharif
Wheat,78,41,47,6.56,104.05,12.56,47.69,Rabi
Cotton,58,39,52,6.47,131.46,29.07,46.84,Kharif
Cotton,69,25,45,5.95,105.41,24.65,40.18,Kharif
Millet,68,47,41,5.89,98.02,26.85,51.59,Kharif
Rice,108,57,47,6.26,257.7,25.58,71.85,Kharif
Millet,38,46,28,5.49,98.0,31.5,36.19,Kharif
Cotton,79,28,31,7.43,99.91,25.49,50.52,Kharif
Millet,60,42,35,6.47,43.1,20.59,39.66,Kharif
Rice,86,64,70,6.14,198.11,22.88,76.19,Kharif
Cotton,88,42,26,6.39,111.89,34.77,44.83,Kharif
Millet,70,50,38,6.21,45.31,28.12,31.6,Kharif
Millet,63,31,34,5.06,90.63,25.52,35.44,Kharif
Millet,51,29,38,5.15,51.95,24.17,45.51,Kharif
Wheat,63,39,36,7.07,68.98,21.4,54.45,Rabi
Rice,106,52,58,5.68,279.93,33.07,78.37,Kharif
Cotton,86,32,40,6.13,84.01,28.08,55.55,Kharif
Cotton,63,37,51,6.79,76.46,24.25,52.71,Kharif
Wheat,72,49,31,6.49,98.54,21.49,46.08,Rabi
Maize,104,62,60,6.98,170.97,28.22,51.05,Kharif
Sugarcane,134,51,52,7.37,140.33,31.28,74.21,Kharif
Maize,72,58,39,6.42,152.22,20.09,60.94,Zaid
Wheat,62,37,60,6.35,84.44,14.65,43.64,Rabi
Cotton,83,42,40,6.43,72.0,33.99,57.35,Kharif
Sugarcane,112,66,45,6.45,236.97,29.43,70.97,Kharif
Sugarcane,97,76,72,6.69,188.73,20.52,75.97,Kharif
Sugarcane,119,70,49,6.4,176.16,34.99,65.51,Zaid
Millet,67,22,21,6.75,71.69,25.61,32.67,Kharif
Cotton,88,37,44,6.75,66.78,22.57,40.99,Kharif
Wheat,97,34,52,7.23,117.86,16.81,50.14,Rabi
Maize,78,63,56,6.57,114.1,29.97,55.27,Zaid
Sugarcane,141,50,72,7.5,129.74,23.35,70.2,Zaid
Millet,31,46,23,6.64,78.78,27.77,33.21,Kharif
Cotton,88,25,49,7.0,112.95,23.98,41.94,Kharif
Millet,39,24,28,5.85,68.14,31.14,46.03,Kharif
Cotton,85,46,45,5.63,147.53,26.04,49.56,Kharif
Millet,55,48,40,6.32,82.92,23.22,37.89,Kharif
Millet,44,46,35,5.08,75.86,30.44,52.27,Kharif
Maize,90,36,56,6.68,130.1,24.87,52.74,Kharif
Maize,77,42,35,6.46,99.25,19.22,68.22,Kharif
Sugarcane,145,59,47,7.27,176.95,25.14,73.66,Kharif
Millet,55,29,48,6.45,92.18,22.27,40.03,Kharif
Rice,119,68,55,6.18,166.42,23.04,89.97,Kharif
Rice,88,64,66,5.86,153.99,31.03,82.51,Kharif
Cotton,57,47,53,6.85,78.53,25.93,42.52,Kharif
Millet,31,44,28,6.72,97.76,27.54,34.6,Kharif
Millet,32,25,48,5.64,86.61,20.85,46.51,Kharif
Wheat,71,51,34,6.75,116.52,14.5,40.38,Rabi
Maize,70,55,54,6.94,100.99,27.47,65.49,Zaid
Millet,55,32,20,5.03,95.27,31.71,35.56,Kharif
Maize,86,53,56,6.87,137.39,22.21,66.65,Zaid
Maize,73,45,39,6.29,178.41,21.51,55.9,Zaid
Wheat,82,36,56,6.69,68.13,23.18,43.93,Rabi
Wheat,100,60,36,6.33,88.2,20.26,43.8,Rabi
Sugarcane,90,74,69,6.14,138.7,21.57,70.57,Kharif
Sugarcane,140,61,63,6.97,145.63,21.46,64.17,Zaid
Cotton,67,42,40,6.81,108.35,30.48,53.65,Kharif
Sugarcane,143,65,60,6.65,186.37,22.11,70.62,Kharif
Sugarcane,91,53,72,7.48,209.27,23.65,79.96,Kharif
Rice,98,66,76,6.56,217.25,27.34,74.35,Kharif
Cotton,84,29,41,5.7,100.43,34.17,59.06,Kharif
Wheat,68,46,30,6.71,111.3,14.07,40.07,Rabi
Wheat,73,54,44,6.47,105.4,20.21,45.99,Rabi
Wheat,98,45,40,6.98,78.36,18.94,42.15,Rabi
Sugarcane,131,57,59,7.23,249.92,23.17,66.63,Zaid
Rice,107,59,76,5.61,265.5,29.45,89.77,Kharif
Sugarcane,98,71,72,6.45,133.02,24.08,80.4,Kharif
Sugarcane,119,48,65,6.6,174.46,27.72,77.72,Kharif
Cotton,84,47,47,6.06,66.31,21.79,42.41,Kharif
Cotton,51,42,37,7.19,100.13,30.92,54.64,Kharif
Maize,94,36,39,6.4,92.78,24.99,56.0,Kharif
Wheat,83,50,35,7.19,91.68,23.3,48.22,Rabi
Wheat,70,36,31,6.63,60.1,11.4,40.33,Rabi
Millet,59,37,30,6.47,59.2,26.07,34.06,Kharif
Rice,99,47,64,6.36,201.51,20.29,83.8,Kharif
Maize,109,60,61,6.35,131.8,18.09,58.45,Kharif
Rice,98,44,58,5.85,297.34,25.74,73.56,Kharif
Sugarcane,131,67,44,6.87,197.69,31.08,60.73,Kharif
